application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
4dc084ef-de83-4279-831b-6fdd5416facc,CUST115540,2024-08-21,Education Loan,119000.0,120,9.37,Home Renovation,Business Owner,30900.0,612,3500.0,11.33,Rented,"H.No. 84, Sodhi Road, Mirzapur 588720, Udaipur, Chhattisgarh, 664480",38,Male,3,Declined,0,
8a95d159-607b-4d56-96f2-b53932f95c64,CUST110095,2024-12-22,Home Loan,274000.0,60,11.59,Education,Student,90000.0,701,500.0,0.56,Owned,"H.No. 31, Rana Ganj, Purnia-295664, Udupi, Arunachal Pradesh, 648267",51,Other,0,Approved,0,
0227b65b-3391-4457-8187-1ea292c55056,CUST110777,2023-02-01,Home Loan,559000.0,240,14.32,Home Renovation,Business Owner,42300.0,682,3400.0,8.04,Rented,"790, Tank Nagar, Karnal 636332, Miryalaguda, Karnataka, 350985",59,Female,4,Approved,0,
6dae40fc-71bf-4ce8-95fc-1026e49d9b5d,CUST108061,2024-06-23,Personal Loan,426000.0,24,9.17,Home Renovation,Salaried,53800.0,675,4300.0,7.99,Rented,"30/26, Virk Ganj, Maheshtala 232480, Satara, Chhattisgarh, 101980",29,Other,2,Approved,0,
100338b2-045b-4c6c-8932-5d9527285e53,CUST119983,2022-12-15,Education Loan,644000.0,60,9.86,Wedding,Retired,51900.0,741,5800.0,11.18,Rented,"61/900, Khanna, Sultan Pur Majra-249626, Kollam, Andhra Pradesh, 874981",35,Male,4,Approved,0,
fea90210-3838-44a1-9110-4088af8498df,CUST100550,2023-11-23,Education Loan,104000.0,60,9.26,Vehicle Purchase,Student,52200.0,687,3400.0,6.51,Rented,"27/112, Behl Street, Noida 555165, Kumbakonam, Madhya Pradesh, 866281",22,Female,4,Approved,0,
5d66f84b-896c-4d70-b825-5b4f290dad2f,CUST112737,2024-04-18,Home Loan,540000.0,36,8.88,Vehicle Purchase,Salaried,34300.0,787,1900.0,5.54,Rented,"582, Aggarwal, Chittoor 426586, Bhiwani, Rajasthan, 504328",45,Female,1,Approved,0,
8d650926-b100-4742-9406-fa4e4886e386,CUST102151,2024-07-23,Education Loan,782000.0,12,9.45,Home Renovation,Salaried,91500.0,638,3000.0,3.28,Owned,"08, Devan Road, Munger-013813, Bihar Sharif, West Bengal, 842932",37,Male,2,Declined,0,
5f230564-4539-4169-b74c-c3388bb4fe05,CUST110594,2024-09-28,Education Loan,100000.0,360,11.51,Business Expansion,Student,58400.0,692,1700.0,2.91,Owned,"29/647, Kale Chowk, Jamshedpur-248351, Ajmer, Punjab, 383472",60,Female,3,Approved,0,
20f317d3-837d-4b84-99dc-a8a85072001f,CUST119905,2022-07-24,Personal Loan,560000.0,36,9.37,Vehicle Purchase,Unemployed,10600.0,708,1100.0,10.38,Jointly Owned,"27/261, Amble Street, Dehri-622504, Etawah, Karnataka, 058909",32,Other,3,Approved,0,
26b89965-c9a0-49ea-ac82-388e8f89ba67,CUST119793,2023-01-03,Home Loan,575000.0,240,11.2,Medical Emergency,Student,51500.0,655,2900.0,5.63,Jointly Owned,"92/28, Shukla Chowk, Thrissur-928812, Kozhikode, Uttar Pradesh, 349264",43,Male,2,Approved,0,
674c195d-f4e8-4217-8a19-cec2f3995612,CUST108122,2025-03-17,Personal Loan,725000.0,360,10.89,Medical Emergency,Self-Employed,60500.0,672,2200.0,3.64,Owned,"73/643, Maharaj Chowk, Patna 484246, Bhind, Nagaland, 010933",46,Male,2,Fraudulent - Detected,1,Income Misrepresentation
bc084cca-eb92-419c-af22-f8b04ff7fabc,CUST109420,2024-09-19,Car Loan,280000.0,120,9.98,Medical Emergency,Salaried,57300.0,630,3700.0,6.46,Rented,"H.No. 809, Wadhwa Ganj, Dewas-137945, Bikaner, Chhattisgarh, 664128",44,Female,1,Declined,0,
6de21ac3-06bb-4972-9797-8c3dd64c2963,CUST102875,2023-01-20,Personal Loan,661000.0,12,7.0,Medical Emergency,Business Owner,27300.0,671,3200.0,11.72,Jointly Owned,"821, Rama Nagar, Meerut-911498, Bhiwandi, Sikkim, 850989",26,Other,1,Approved,0,
52b14b63-7064-499b-ae71-70ffe4321943,CUST116046,2023-07-01,Education Loan,682000.0,240,10.19,Wedding,Student,27300.0,673,2700.0,9.89,Rented,"11/98, Dhillon Path, Haridwar 284218, Ballia, Uttarakhand, 164320",63,Other,4,Approved,0,
a9175258-e036-41ba-a3f5-0a943acd28e3,CUST111630,2023-09-19,Home Loan,396000.0,240,10.94,Vehicle Purchase,Unemployed,87300.0,703,3000.0,3.44,Owned,"H.No. 743, Upadhyay Marg, Unnao-155182, Motihari, Uttarakhand, 139594",53,Other,1,Approved,0,
5e3fb758-8379-4294-b8cc-c2daa48d1466,CUST106058,2024-11-23,Business Loan,123000.0,36,11.18,Wedding,Student,116100.0,738,2800.0,2.41,Rented,"65/998, Bhalla Ganj, Jabalpur-615995, Mahbubnagar, Karnataka, 388452",42,Other,0,Approved,0,
6449968a-7cf9-4202-95b0-85d0a2d8a55c,CUST106900,2023-05-31,Car Loan,461000.0,360,10.75,Medical Emergency,Unemployed,73700.0,646,8100.0,10.99,Rented,"31/07, Savant Path, Mumbai 778560, Anantapuram, Tamil Nadu, 087861",43,Other,1,Declined,0,
7de48a2c-ff5b-4a94-b505-b6f54abea923,CUST110052,2023-06-21,Personal Loan,100000.0,360,10.18,Debt Consolidation,Student,33200.0,695,2200.0,6.63,Owned,"H.No. 596, Sastry Zila, Mahbubnagar-194891, Belgaum, Maharashtra, 228477",43,Other,2,Approved,0,
170cd123-2e62-4fb5-ba97-105ddab1ecd5,CUST109000,2024-05-13,Home Loan,100000.0,120,13.45,Wedding,Retired,69100.0,701,1300.0,1.88,Rented,"H.No. 929, Jaggi, Barasat-549038, Mysore, Uttar Pradesh, 958409",41,Male,0,Approved,0,
139175c2-e125-4699-b9dd-1127471152b6,CUST105656,2023-02-03,Home Loan,468000.0,12,11.39,Home Renovation,Unemployed,75300.0,735,4800.0,6.37,Owned,"H.No. 81, Srinivasan Nagar, Avadi 469741, Mango, Mizoram, 069880",64,Male,3,Approved,0,
82aafc6d-7f60-4f6a-b88c-b597a211f695,CUST113745,2025-02-28,Personal Loan,549000.0,12,12.0,Home Renovation,Student,35100.0,754,1800.0,5.13,Owned,"782, Tiwari Street, Akola 004345, Bhiwandi, Punjab, 332741",30,Male,1,Approved,0,
30598caa-40b2-453f-8e65-a9b51411ded4,CUST116588,2025-05-15,Car Loan,375000.0,240,7.89,Medical Emergency,Student,86900.0,704,600.0,0.69,Rented,"21, Lala Nagar, Adoni-181373, Anantapur, Arunachal Pradesh, 340291",23,Other,4,Approved,0,
01899c35-1fc4-453c-9856-eb6f39b4746c,CUST119488,2022-06-22,Education Loan,477000.0,12,13.88,Debt Consolidation,Business Owner,23100.0,753,2600.0,11.26,Owned,"10, Butala Nagar, Chandrapur 016317, Madhyamgram, Tripura, 781705",24,Female,4,Approved,0,
0c58f33c-9312-41f4-908b-4ed1cf41e0e4,CUST115941,2022-07-13,Car Loan,619000.0,60,13.12,Education,Salaried,76700.0,691,6000.0,7.82,Owned,"50/974, Badal Street, Ghaziabad-006176, Allahabad, Bihar, 945389",58,Other,4,Approved,0,
2bc96464-d79e-47a2-ad76-7869b7cd8724,CUST105677,2024-06-12,Car Loan,100000.0,24,11.94,Wedding,Salaried,83600.0,698,4000.0,4.78,Rented,"986, Sha Street, Avadi 346107, Gwalior, Nagaland, 154295",26,Female,4,Approved,0,
a1e202cc-ed0f-4145-8aae-8aab8ca9d556,CUST105698,2023-09-03,Home Loan,683000.0,240,10.29,Vehicle Purchase,Business Owner,47400.0,691,2400.0,5.06,Jointly Owned,"H.No. 184, Bala Marg, Mehsana-357490, Alappuzha, Goa, 888659",48,Male,3,Approved,0,
b30f0977-b43e-4f1e-9f5b-4d6008092095,CUST117801,2025-02-10,Business Loan,275000.0,24,11.65,Business Expansion,Self-Employed,51400.0,631,4000.0,7.78,Jointly Owned,"61/39, Shan Chowk, Pondicherry-606499, Miryalaguda, Mizoram, 262727",32,Male,1,Declined,0,
5180da6e-8c97-4287-89a5-c9f0d620a64d,CUST115301,2023-08-11,Business Loan,1027000.0,24,9.99,Business Expansion,Retired,77200.0,670,3700.0,4.79,Rented,"04, Rajagopal Path, Kamarhati-612594, Ahmedabad, Nagaland, 768289",25,Female,4,Approved,0,
5ba77631-e38c-4e5c-8884-bb93fe263b3a,CUST114714,2025-06-02,Car Loan,456000.0,120,13.27,Wedding,Retired,34500.0,668,3100.0,8.99,Owned,"09/452, Tandon Circle, Dhanbad 750265, Karnal, Manipur, 843162",56,Male,2,Approved,0,
9fb10449-daff-4ab7-a4d4-53a3d354ee3d,CUST117020,2023-07-21,Car Loan,371000.0,12,7.57,Medical Emergency,Retired,71800.0,720,1800.0,2.51,Owned,"94/68, Gade Circle, Amritsar 041044, Loni, Rajasthan, 360204",53,Female,2,Approved,0,
5ab7f332-5471-42ad-9c49-f5dd219da494,CUST114048,2023-01-21,Personal Loan,453000.0,360,8.57,Medical Emergency,Business Owner,30400.0,795,1400.0,4.61,Jointly Owned,"H.No. 78, Sathe Ganj, Ujjain-045358, Purnia, Madhya Pradesh, 866384",62,Female,4,Approved,0,
e40562d3-1ec4-46ec-828a-6d7e49e3898a,CUST107815,2023-01-21,Education Loan,237000.0,24,11.77,Wedding,Business Owner,53800.0,790,5200.0,9.67,Owned,"42/530, Sagar Circle, Raiganj 814346, Shimla, Madhya Pradesh, 073021",46,Male,1,Approved,0,
ac3e14ce-49bc-4689-a8cb-49c221fea2d5,CUST110832,2023-03-13,Home Loan,906000.0,24,9.6,Home Renovation,Self-Employed,36000.0,745,2800.0,7.78,Rented,"32/65, Kadakia Zila, Mirzapur 158794, Bidar, West Bengal, 428816",56,Other,3,Approved,0,
8c46a609-52a4-47e2-a9b0-5f015cf5cc49,CUST111698,2022-06-05,Business Loan,809000.0,60,11.55,Medical Emergency,Student,60700.0,705,1200.0,1.98,Owned,"530, Chandra Path, Coimbatore 238779, Kottayam, Arunachal Pradesh, 576044",57,Other,0,Approved,0,
7671b7ed-d9bf-467d-8008-818c01ab5234,CUST115468,2024-11-11,Education Loan,404000.0,240,11.64,Medical Emergency,Unemployed,35300.0,755,1100.0,3.12,Rented,"642, Sem, Ghaziabad 672492, Latur, Meghalaya, 228317",26,Other,2,Approved,0,
1ae91b77-ad98-47c6-9370-3ca84e79ada2,CUST117421,2022-10-12,Business Loan,548000.0,24,10.12,Wedding,Student,41800.0,709,3600.0,8.61,Owned,"H.No. 70, Bansal, Pali 577652, Bharatpur, Sikkim, 472907",50,Female,2,Approved,0,
36c04507-7b03-4519-ae1c-88bb46fc74c9,CUST109915,2024-01-12,Education Loan,650000.0,24,12.91,Education,Retired,57200.0,714,3200.0,5.59,Owned,"93, Grover Road, Shahjahanpur 901651, Dindigul, Tamil Nadu, 100280",30,Other,2,Approved,0,
d0157458-919e-4b46-b2e8-b5e7867dd231,CUST107301,2023-03-29,Education Loan,100000.0,120,11.5,Wedding,Student,37100.0,729,3400.0,9.16,Rented,"17, Randhawa Circle, Ghaziabad-259139, Mysore, Arunachal Pradesh, 102755",50,Other,0,Approved,0,
a402bec4-8961-49e1-ba4d-d1bada9ee36c,CUST102551,2024-03-25,Education Loan,681000.0,120,9.2,Vehicle Purchase,Unemployed,10000.0,732,2200.0,22.0,Owned,"01/078, Khare Marg, Ranchi-345035, Haldia, Sikkim, 498061",42,Male,4,Approved,0,
a4a59ea1-45e7-4697-9a05-0cbb8758c829,CUST118292,2024-04-17,Education Loan,642000.0,60,8.47,Debt Consolidation,Self-Employed,67200.0,773,2600.0,3.87,Owned,"52/214, Chahal Circle, Jamalpur 309377, Nellore, Tamil Nadu, 491718",59,Female,3,Approved,0,
dc930401-a2a2-441c-9595-49d634361c04,CUST113963,2023-05-22,Education Loan,737000.0,60,8.5,Wedding,Unemployed,52000.0,658,3600.0,6.92,Jointly Owned,"50/046, Sami Nagar, Pondicherry 204458, Bhiwandi, Uttarakhand, 939601",38,Other,1,Approved,0,
8e2fdba6-efbb-4613-b695-9c870198c460,CUST111219,2023-05-15,Car Loan,414000.0,60,10.97,Debt Consolidation,Self-Employed,40400.0,699,2400.0,5.94,Jointly Owned,"72/73, Rajagopalan Marg, Dewas 947795, Kadapa, Madhya Pradesh, 678902",58,Male,0,Approved,0,
7fd06a98-c142-423a-bc25-d7b56a6807b2,CUST103142,2022-09-23,Business Loan,596000.0,36,13.03,Business Expansion,Self-Employed,47500.0,674,1900.0,4.0,Owned,"97/360, D’Alia Marg, Madurai-982109, Belgaum, Meghalaya, 328596",65,Male,2,Approved,0,
1d4f4484-3651-44f0-88df-e07d6264dd4e,CUST119907,2024-03-09,Business Loan,429000.0,12,14.09,Vehicle Purchase,Self-Employed,56300.0,714,300.0,0.53,Jointly Owned,"H.No. 428, Toor Nagar, Arrah 044896, Chandigarh, Kerala, 947079",40,Male,4,Approved,0,
f004ae75-7da5-456e-b646-9630028dccf6,CUST101793,2022-06-09,Car Loan,637000.0,36,9.06,Debt Consolidation,Unemployed,66800.0,598,1000.0,1.5,Owned,"493, Dash Marg, Raebareli-877934, Ulhasnagar, Jharkhand, 167621",47,Male,1,Declined,0,
82960c9c-26c1-4cf8-8055-b0b03d06f479,CUST117016,2023-08-18,Business Loan,1013000.0,24,12.69,Vehicle Purchase,Self-Employed,21400.0,826,4100.0,19.16,Rented,"44/821, Tiwari Path, Dewas 969596, Pudukkottai, Andhra Pradesh, 974629",64,Other,2,Approved,0,
71ef2a56-0033-43c0-8afa-cb1615cd2721,CUST111511,2025-03-08,Car Loan,875000.0,120,10.32,Education,Self-Employed,52400.0,644,2900.0,5.53,Jointly Owned,"H.No. 064, Reddy Road, Alwar 243839, Karimnagar, Maharashtra, 755008",58,Female,4,Declined,0,
82f0081e-8fab-42a6-970a-e2347178a929,CUST105634,2022-09-23,Personal Loan,915000.0,60,11.5,Debt Consolidation,Self-Employed,30400.0,804,7400.0,24.34,Owned,"H.No. 00, Gopal Nagar, Chennai 612448, Raiganj, Bihar, 732167",21,Female,1,Approved,0,
e328e5fa-a0e7-4635-8a01-3af9662d4bce,CUST112176,2025-03-01,Home Loan,616000.0,24,12.63,Vehicle Purchase,Salaried,10000.0,677,3100.0,31.0,Owned,"00, Swaminathan Circle, Nellore 331819, Kadapa, Jharkhand, 928378",63,Female,3,Approved,0,
55d8d34a-6a3f-41ac-a502-b619ebe3a417,CUST114790,2025-01-17,Car Loan,786000.0,24,14.37,Medical Emergency,Salaried,56200.0,727,1300.0,2.31,Owned,"415, Kala Zila, Bareilly-276797, Machilipatnam, Jharkhand, 270705",27,Other,3,Approved,0,
001ba024-b8f3-4c83-b818-2d79d4ec6480,CUST110667,2023-05-06,Education Loan,642000.0,36,9.23,Vehicle Purchase,Self-Employed,72900.0,710,4800.0,6.58,Rented,"505, Subramaniam Marg, Hindupur-818157, Saharsa, Mizoram, 249511",28,Male,1,Approved,0,
833e639f-8394-4e5e-8f28-a4225c315a18,CUST110085,2025-04-26,Business Loan,280000.0,24,10.73,Wedding,Business Owner,54400.0,681,1000.0,1.84,Rented,"H.No. 318, Iyengar Chowk, Mira-Bhayandar 532522, Warangal, Nagaland, 099173",42,Other,4,Approved,0,
225f1cec-8671-4c39-b8a9-19485e500df1,CUST102663,2024-03-29,Business Loan,100000.0,24,9.98,Medical Emergency,Self-Employed,26300.0,676,0.0,0.0,Jointly Owned,"917, Deol Zila, Aligarh-129058, Jabalpur, Odisha, 626313",54,Female,4,Approved,0,
0b1c36ea-33fe-42d8-b89d-2ffe00ae47e1,CUST114411,2025-01-14,Education Loan,436000.0,120,8.95,Medical Emergency,Self-Employed,35900.0,758,3600.0,10.03,Owned,"71/80, Baria Nagar, Bulandshahr 990877, Bidar, Chhattisgarh, 303065",31,Female,3,Approved,0,
49cb0737-8fe5-43fc-af64-b1d5668cb014,CUST113386,2022-09-17,Business Loan,384000.0,360,14.78,Debt Consolidation,Salaried,45400.0,771,800.0,1.76,Rented,"81/196, Sabharwal Road, Loni 642859, Motihari, Sikkim, 532877",41,Male,0,Approved,0,
6dd736ed-70d5-4104-8390-57e0b51ae9a2,CUST100117,2024-04-06,Home Loan,626000.0,360,12.16,Business Expansion,Retired,20800.0,635,900.0,4.33,Jointly Owned,"19/182, Barad Marg, Raebareli 344565, Bidhannagar, Himachal Pradesh, 132912",47,Other,1,Declined,0,
98f71d6b-d50c-4aad-a834-2396fccd97ac,CUST107614,2024-12-20,Personal Loan,721000.0,60,10.29,Business Expansion,Business Owner,87600.0,721,3200.0,3.65,Rented,"H.No. 16, Khatri Zila, Karimnagar-878385, Ulhasnagar, Uttarakhand, 583733",39,Other,1,Approved,0,
0ebf3678-730d-4d77-bb89-00c3c94b56fc,CUST105112,2025-02-18,Business Loan,266000.0,36,10.44,Business Expansion,Business Owner,49000.0,719,6200.0,12.65,Rented,"39, Thakkar Circle, Udaipur 643146, Ahmednagar, Maharashtra, 844843",35,Other,0,Approved,0,
99b8d2ae-2f7a-4576-a804-65ae28e5185a,CUST113614,2022-06-10,Education Loan,579000.0,36,11.32,Wedding,Student,112100.0,751,2000.0,1.78,Rented,"27, Seth Path, Warangal-804781, Noida, Andhra Pradesh, 904286",48,Female,4,Approved,0,
3d54eb29-3ed9-4175-9910-26bad846441d,CUST109612,2023-07-28,Personal Loan,740000.0,240,10.05,Debt Consolidation,Self-Employed,37500.0,663,400.0,1.07,Jointly Owned,"H.No. 112, Jha Marg, Agartala-194491, Raiganj, West Bengal, 909590",48,Other,2,Approved,0,
4000206c-49e6-4079-a11b-1f69e257cef3,CUST100761,2023-09-26,Personal Loan,757000.0,120,10.13,Medical Emergency,Business Owner,53100.0,626,3500.0,6.59,Owned,"H.No. 251, Sood Street, Kurnool-565896, Bathinda, Odisha, 708619",48,Other,4,Fraudulent - Detected,1,Income Misrepresentation
8f10d50b-c2b1-4cb5-b638-1d9dce40138f,CUST117238,2023-06-13,Home Loan,433000.0,24,12.88,Home Renovation,Retired,36300.0,715,0.0,0.0,Jointly Owned,"H.No. 71, Sibal Zila, Lucknow-175376, Aurangabad, West Bengal, 174239",26,Other,2,Approved,0,
bdd45594-0eef-4f51-b90e-cc2fba8724d7,CUST110631,2025-03-05,Business Loan,233000.0,240,13.42,Education,Unemployed,52600.0,718,4400.0,8.37,Owned,"76/71, Doshi, Chapra 734020, Kalyan-Dombivli, Tripura, 473841",32,Other,1,Approved,0,
03a08392-3648-414d-96fe-bf26bbd66ff5,CUST112251,2024-10-24,Personal Loan,490000.0,24,13.05,Debt Consolidation,Salaried,17600.0,626,0.0,0.0,Owned,"278, Saraf Street, Udaipur 479335, Navi Mumbai, Assam, 776998",63,Other,1,Declined,0,
c31c8584-5623-48ac-9f80-2e85368bf788,CUST107602,2022-12-30,Business Loan,332000.0,360,9.73,Home Renovation,Retired,62100.0,681,700.0,1.13,Rented,"01/99, Rau Ganj, Nandyal-165072, Bidar, Telangana, 120184",64,Female,4,Approved,0,
38888ecc-72b6-45ad-912c-f1c8946fa5e8,CUST115995,2024-11-06,Education Loan,1023000.0,240,12.6,Wedding,Business Owner,61800.0,701,1400.0,2.27,Rented,"10/12, Dhillon Nagar, Berhampore 638792, Salem, Gujarat, 202899",50,Other,3,Approved,0,
783bd706-3395-4b51-923f-18af3ec55b09,CUST100997,2023-08-18,Education Loan,100000.0,12,9.95,Home Renovation,Salaried,66000.0,699,2300.0,3.48,Rented,"16/988, Khurana Ganj, Junagadh-158668, Gorakhpur, Assam, 675983",56,Male,3,Approved,0,
f2ff83d2-5c06-47f7-80bf-ba445e2c9bb4,CUST107357,2025-01-26,Education Loan,100000.0,240,8.59,Debt Consolidation,Student,44200.0,692,2200.0,4.98,Owned,"H.No. 958, Sharaf Path, Firozabad 811381, Solapur, Tamil Nadu, 675390",50,Other,4,Approved,0,
06219d2d-59a1-441a-9918-51993c79ab31,CUST103979,2023-04-08,Personal Loan,379000.0,24,7.0,Medical Emergency,Salaried,23800.0,603,7400.0,31.09,Owned,"H.No. 295, Bassi, Kanpur-998989, Mirzapur, Rajasthan, 152574",33,Other,4,Declined,0,
d680855c-90f3-40e4-8f3e-cbebc4dfe9db,CUST118351,2023-08-19,Personal Loan,456000.0,60,10.02,Wedding,Salaried,42800.0,691,1900.0,4.44,Jointly Owned,"H.No. 247, Sharaf Road, Gandhinagar-307885, Anantapuram, Goa, 600837",34,Other,0,Approved,0,
882dbe5f-dfca-40f8-a60e-a548e3d53fd8,CUST116997,2023-04-03,Personal Loan,691000.0,120,9.43,Business Expansion,Student,103300.0,637,0.0,0.0,Owned,"96, Sathe Marg, Guntur 775965, Suryapet, Karnataka, 193304",30,Male,2,Declined,0,
6c60d272-0e64-4dcc-a18a-5e494720ceea,CUST101827,2024-11-10,Personal Loan,100000.0,36,10.68,Home Renovation,Self-Employed,85300.0,656,1900.0,2.23,Rented,"861, Agarwal Road, Tumkur-422492, Tumkur, Haryana, 232000",51,Male,1,Approved,0,
9c80d17c-c1ec-4a5d-9aba-28688f7c7ffd,CUST108133,2024-01-09,Business Loan,887000.0,24,9.05,Vehicle Purchase,Unemployed,95800.0,714,3700.0,3.86,Owned,"122, Som Road, Anand 486167, Tinsukia, Madhya Pradesh, 575115",62,Female,0,Fraudulent - Detected,1,Synthetic Identity
7fd28ef1-6b93-4c62-88b3-95df3c02b443,CUST115738,2023-04-01,Car Loan,317000.0,36,9.61,Education,Business Owner,51600.0,670,2700.0,5.23,Jointly Owned,"98/988, Bir Road, Nagercoil 719460, Ratlam, Gujarat, 337358",21,Other,1,Approved,0,
e680c450-f98a-4508-a609-4f7d28b0fd2a,CUST103920,2025-04-27,Education Loan,597000.0,36,11.05,Medical Emergency,Self-Employed,96400.0,730,5600.0,5.81,Jointly Owned,"110, Chauhan, Deoghar-295656, Bharatpur, Odisha, 293123",55,Female,2,Approved,0,
7867b68e-da1e-4bff-af7f-5641e681ed97,CUST109157,2023-04-01,Car Loan,597000.0,360,9.78,Education,Self-Employed,64300.0,757,4400.0,6.84,Owned,"H.No. 509, Kaul Road, Agra 293602, Adoni, West Bengal, 008460",31,Other,3,Approved,0,
1d2621d9-f942-44f6-8b0c-e9ca5b251f3c,CUST102941,2025-05-22,Business Loan,187000.0,36,10.74,Business Expansion,Salaried,38300.0,676,1300.0,3.39,Jointly Owned,"73/087, Sandal Street, Hyderabad-648002, Tumkur, Andhra Pradesh, 467651",36,Female,4,Fraudulent - Undetected,1,Loan Stacking
577b9466-8f00-4d44-8f0d-e8517e836927,CUST102635,2024-03-10,Home Loan,647000.0,24,7.0,Education,Self-Employed,76800.0,679,2300.0,2.99,Owned,"335, Chacko Marg, Naihati 135841, Latur, Telangana, 113732",37,Other,2,Approved,0,
bde7d354-2361-4ef4-b297-52ec274d65e5,CUST109019,2023-05-27,Home Loan,329000.0,240,13.16,Medical Emergency,Self-Employed,66600.0,856,5200.0,7.81,Owned,"437, Dua Path, Howrah 024184, Chennai, Nagaland, 515924",38,Male,1,Approved,0,
1c39db47-3dfd-411a-8319-8ac1cfb28af7,CUST101635,2024-01-24,Car Loan,646000.0,12,8.87,Business Expansion,Retired,39900.0,746,2300.0,5.76,Jointly Owned,"H.No. 63, Dayal Chowk, Jamalpur 555766, New Delhi, Uttarakhand, 420509",32,Female,4,Approved,0,
47bab074-49c2-4b55-8f08-9efb3ca67d1f,CUST102511,2024-08-19,Car Loan,946000.0,24,14.06,Home Renovation,Student,63700.0,645,4000.0,6.28,Owned,"H.No. 94, Char Nagar, Kharagpur-941330, Imphal, Kerala, 255494",33,Female,0,Declined,0,
fa60fa76-6d09-42d6-9590-2f9b631cf743,CUST113890,2023-10-13,Personal Loan,790000.0,60,10.93,Wedding,Unemployed,67700.0,687,5600.0,8.27,Owned,"670, Seth Ganj, Munger 547590, Orai, Arunachal Pradesh, 755485",63,Female,2,Approved,0,
c89f00c4-2642-4c02-af3e-6fe5fe2a7740,CUST113934,2022-10-16,Car Loan,460000.0,360,7.62,Home Renovation,Unemployed,55200.0,737,1200.0,2.17,Rented,"38, Dasgupta Zila, Hyderabad-970125, Dindigul, Himachal Pradesh, 338222",64,Other,0,Approved,0,
a84eb1cf-f048-4bc1-8205-81101e0923f4,CUST103766,2025-04-11,Car Loan,430000.0,24,10.56,Medical Emergency,Business Owner,25600.0,667,100.0,0.39,Jointly Owned,"H.No. 241, Kalita Circle, Pallavaram 364030, Pallavaram, Karnataka, 991975",28,Female,2,Approved,0,
e5fca3c0-127b-4042-8f53-c65f7cbf8b8d,CUST118872,2023-06-14,Home Loan,338000.0,24,8.6,Debt Consolidation,Business Owner,44800.0,652,3000.0,6.7,Owned,"464, Ramakrishnan Street, Chandrapur-786422, Giridih, Odisha, 079288",40,Other,1,Approved,0,
ef05f9b7-1b85-47bd-b508-65eaba06bdef,CUST110421,2023-03-22,Home Loan,848000.0,360,9.64,Business Expansion,Student,59900.0,788,4400.0,7.35,Owned,"948, Kakar Nagar, Coimbatore-749227, Tiruvottiyur, Goa, 676557",30,Other,2,Approved,0,
618da431-cca1-4655-846c-d547f467248d,CUST116562,2022-06-24,Home Loan,623000.0,60,11.94,Vehicle Purchase,Salaried,29700.0,666,4300.0,14.48,Jointly Owned,"54/685, Goyal Marg, Nagaon 925761, Anantapuram, Uttar Pradesh, 851352",30,Other,2,Approved,0,
ced19430-3285-4468-8daf-f1328cb6f886,CUST102701,2022-11-16,Personal Loan,736000.0,36,11.48,Vehicle Purchase,Self-Employed,77300.0,681,4400.0,5.69,Owned,"H.No. 372, Bera Circle, Warangal-314488, Berhampur, Maharashtra, 802955",52,Male,1,Approved,0,
6e772fbe-837a-4f02-a9f6-7b64e7eccbc3,CUST100271,2025-02-24,Education Loan,579000.0,36,11.33,Medical Emergency,Self-Employed,14100.0,704,900.0,6.38,Jointly Owned,"H.No. 90, Loke Chowk, Gorakhpur-867342, Fatehpur, Tamil Nadu, 409003",38,Other,2,Approved,0,
65beb82c-cff8-4216-b07f-29ab7ef23c2c,CUST109601,2023-11-26,Car Loan,416000.0,12,11.36,Wedding,Retired,81700.0,635,1600.0,1.96,Jointly Owned,"04, Loyal Circle, Arrah-582281, Kamarhati, Gujarat, 462708",63,Other,3,Declined,0,
ae547956-2980-465d-8fbd-5750c6916ca1,CUST116606,2023-11-11,Car Loan,355000.0,36,12.68,Home Renovation,Self-Employed,24000.0,671,0.0,0.0,Rented,"H.No. 34, D’Alia Circle, Madhyamgram-764728, Machilipatnam, Odisha, 568315",28,Female,4,Approved,0,
43812e71-e75f-4870-8552-97748708b1e2,CUST116888,2022-09-15,Car Loan,169000.0,240,11.03,Home Renovation,Retired,42100.0,702,2100.0,4.99,Rented,"34, Ahuja Street, Dharmavaram-168045, Guntakal, Uttar Pradesh, 272403",56,Male,4,Approved,0,
90652413-3300-4228-a5c3-1988e76bf17f,CUST110257,2022-09-30,Education Loan,575000.0,12,10.54,Business Expansion,Business Owner,43400.0,689,3600.0,8.29,Rented,"038, D’Alia Zila, Gopalpur-135771, Dindigul, Punjab, 892436",42,Other,3,Approved,0,
ed624ca8-3e1f-44d2-a698-cac14b1e6710,CUST119687,2022-12-01,Personal Loan,100000.0,12,8.74,Medical Emergency,Self-Employed,41400.0,760,6000.0,14.49,Jointly Owned,"H.No. 90, Varghese Circle, Dharmavaram 696229, South Dumdum, Haryana, 563537",41,Male,0,Approved,0,
